user_id,first_send_date,cohort
9195,2020-07-28 07:36:05.938697+00:00,July 2020
9196,2020-07-28 07:36:28.420171+00:00,July 2020
9197,2020-07-28 07:39:14.997809+00:00,July 2020
9198,2020-07-28 07:43:43.939376+00:00,July 2020
9199,2020-07-28 07:49:42.504339+00:00,July 2020
9200,2020-07-28 07:52:13.970050+00:00,July 2020
9201,2020-07-28 07:55:55.825460+00:00,July 2020
9202,2020-07-28 07:57:59.884070+00:00,July 2020
9204,2020-07-28 08:05:34.564656+00:00,July 2020
9206,2020-07-28 08:16:11.512609+00:00,July 2020
9208,2020-07-28 08:29:58.308634+00:00,July 2020
9209,2020-07-28 08:41:43.253446+00:00,July 2020
9210,2020-07-28 08:45:59.532232+00:00,July 2020
9212,2020-07-28 08:49:39.829264+00:00,July 2020
9213,2020-07-28 09:15:24.432333+00:00,July 2020
9214,2020-07-28 09:18:49.852981+00:00,July 2020
9215,2020-07-28 09:24:55.498001+00:00,July 2020
9216,2020-07-28 09:25:56.817728+00:00,July 2020
9217,2020-07-28 09:29:20.901126+00:00,July 2020
9218,2020-07-28 09:31:52.229018+00:00,July 2020
9219,2020-07-28 09:37:40.014430+00:00,July 2020
9220,2020-07-28 09:38:56.715300+00:00,July 2020
9221,2020-07-28 09:42:59.334372+00:00,July 2020
9222,2020-07-28 09:52:27.957948+00:00,July 2020
9223,2020-07-28 10:00:09.910684+00:00,July 2020
9224,2020-07-28 10:02:30.038028+00:00,July 2020
9225,2020-07-28 10:15:35.128339+00:00,July 2020
9226,2020-07-28 10:39:34.592130+00:00,July 2020
9228,2020-07-28 10:43:25.129716+00:00,July 2020
9229,2020-07-28 10:51:09.272501+00:00,July 2020
9230,2020-07-28 10:54:12.663659+00:00,July 2020
9231,2020-07-28 10:54:52.747635+00:00,July 2020
9232,2020-07-28 10:56:41.072215+00:00,July 2020
9233,2020-07-28 11:00:02.349647+00:00,July 2020
9234,2020-07-28 11:06:46.961077+00:00,July 2020
9235,2020-07-28 11:08:18.629561+00:00,July 2020
9236,2020-07-28 11:08:49.304378+00:00,July 2020
9238,2020-07-28 11:13:09.959541+00:00,July 2020
9239,2020-07-28 11:17:20.525265+00:00,July 2020
9241,2020-07-28 11:47:06.045834+00:00,July 2020
9242,2020-07-28 11:48:05.122036+00:00,July 2020
9243,2020-07-28 11:51:42.416910+00:00,July 2020
9244,2020-07-28 12:00:04.547995+00:00,July 2020
9245,2020-07-28 12:03:07.978822+00:00,July 2020
9246,2020-07-28 12:04:55.366597+00:00,July 2020
9249,2020-07-28 12:46:38.362195+00:00,July 2020
9250,2020-07-28 12:57:25.453256+00:00,July 2020
9251,2020-07-28 12:57:44.944887+00:00,July 2020
9252,2020-07-28 12:59:52.999023+00:00,July 2020
9253,2020-07-28 13:00:38.222553+00:00,July 2020
9255,2020-07-28 13:20:09.320157+00:00,July 2020
9257,2020-07-28 13:30:29.188612+00:00,July 2020
9258,2020-07-28 13:34:41.664017+00:00,July 2020
9259,2020-07-28 13:35:31.589025+00:00,July 2020
9260,2020-07-28 13:36:07.694355+00:00,July 2020
9261,2020-07-28 13:43:09.452769+00:00,July 2020
9262,2020-07-28 13:45:06.785159+00:00,July 2020
9264,2020-07-28 14:02:04.018377+00:00,July 2020
9265,2020-07-28 14:11:02.885105+00:00,July 2020
9266,2020-07-28 14:11:50.768832+00:00,July 2020
9267,2020-07-28 14:16:54.807046+00:00,July 2020
9269,2020-07-28 14:23:18.683093+00:00,July 2020
9270,2020-07-28 14:27:02.153132+00:00,July 2020
9271,2020-07-28 14:29:54.272717+00:00,July 2020
9272,2020-07-28 14:40:47.993331+00:00,July 2020
9273,2020-07-28 14:52:17.418866+00:00,July 2020
9274,2020-07-28 14:58:32.145052+00:00,July 2020
9277,2020-07-28 15:19:11.940346+00:00,July 2020
9278,2020-07-28 15:24:05.885334+00:00,July 2020
9279,2020-07-28 15:25:26.675555+00:00,July 2020
9280,2020-07-28 15:30:57.303649+00:00,July 2020
9281,2020-07-28 15:37:41.479926+00:00,July 2020
9282,2020-07-28 15:37:53.397150+00:00,July 2020
9283,2020-07-28 15:43:31.855124+00:00,July 2020
9285,2020-07-28 15:59:24.422197+00:00,July 2020
9287,2020-07-28 16:26:22.911243+00:00,July 2020
9288,2020-07-28 16:27:41.260046+00:00,July 2020
9289,2020-07-28 16:30:21.507106+00:00,July 2020
9290,2020-07-28 16:39:50.151743+00:00,July 2020
9291,2020-07-28 16:42:30.715508+00:00,July 2020
9292,2020-07-28 16:43:36.372724+00:00,July 2020
9295,2020-07-28 17:11:33.363387+00:00,July 2020
9296,2020-07-28 17:12:40.429698+00:00,July 2020
9297,2020-07-28 17:15:50.543989+00:00,July 2020
9298,2020-07-28 17:25:29.624804+00:00,July 2020
9300,2020-07-28 17:49:59.826100+00:00,July 2020
9301,2020-07-28 18:04:13.528633+00:00,July 2020
9303,2020-07-28 18:41:11.344761+00:00,July 2020
9304,2020-07-28 18:42:57.790277+00:00,July 2020
9305,2020-07-28 18:53:35.469853+00:00,July 2020
9306,2020-07-28 19:09:13.368828+00:00,July 2020
9307,2020-07-28 19:21:00.913136+00:00,July 2020
9308,2020-07-28 19:30:33.560187+00:00,July 2020
9309,2020-07-28 19:34:24.191895+00:00,July 2020
9310,2020-07-28 19:38:30.938434+00:00,July 2020
9311,2020-07-28 19:40:47.772163+00:00,July 2020
9313,2020-07-28 19:51:55.390278+00:00,July 2020
9314,2020-07-28 19:57:02.125562+00:00,July 2020
9315,2020-07-28 20:00:09.311546+00:00,July 2020
9316,2020-07-28 20:11:34.380101+00:00,July 2020
9317,2020-07-28 20:13:54.620206+00:00,July 2020
9318,2020-07-28 20:29:20.132710+00:00,July 2020
9320,2020-07-28 21:11:49.893817+00:00,July 2020
9321,2020-07-28 21:19:00.382790+00:00,July 2020
9322,2020-07-28 21:31:50.889998+00:00,July 2020
9323,2020-07-28 21:33:12.430087+00:00,July 2020
9325,2020-07-28 22:11:53.288048+00:00,July 2020
9326,2020-07-28 22:24:57.787766+00:00,July 2020
9327,2020-07-28 22:50:32.491937+00:00,July 2020
9328,2020-07-28 22:50:42.082213+00:00,July 2020
9330,2020-07-28 23:01:12.945272+00:00,July 2020
9331,2020-07-28 23:33:29.333415+00:00,July 2020
9333,2020-07-29 01:24:42.097443+00:00,July 2020
9334,2020-07-29 02:11:17.358376+00:00,July 2020
9335,2020-07-29 04:01:27.111067+00:00,July 2020
9337,2020-07-29 04:12:52.390276+00:00,July 2020
9338,2020-07-29 04:38:18.383600+00:00,July 2020
9340,2020-07-29 05:13:19.147220+00:00,July 2020
9341,2020-07-29 05:29:45.236098+00:00,July 2020
9343,2020-07-29 05:36:16.147588+00:00,July 2020
9344,2020-07-29 05:39:54.057460+00:00,July 2020
9345,2020-07-29 05:57:05.332148+00:00,July 2020
9346,2020-07-29 05:57:34.198207+00:00,July 2020
9350,2020-07-29 06:51:03.032567+00:00,July 2020
9351,2020-07-29 06:59:00.545173+00:00,July 2020
9352,2020-07-29 07:06:46.583915+00:00,July 2020
9353,2020-07-29 07:08:14.831147+00:00,July 2020
9354,2020-07-29 07:19:24.446558+00:00,July 2020
9355,2020-07-29 07:28:15.966943+00:00,July 2020
9356,2020-07-29 07:30:25.778895+00:00,July 2020
9357,2020-07-29 07:30:44.217910+00:00,July 2020
9358,2020-07-29 07:55:47.872818+00:00,July 2020
9359,2020-07-29 07:58:27.697881+00:00,July 2020
9362,2020-07-29 08:46:26.323465+00:00,July 2020
9363,2020-07-29 09:05:49.017036+00:00,July 2020
9364,2020-07-29 09:12:25.150287+00:00,July 2020
9365,2020-07-29 09:19:27.767083+00:00,July 2020
9366,2020-07-29 09:22:18.887085+00:00,July 2020
9367,2020-07-29 09:30:01.388153+00:00,July 2020
9368,2020-07-29 09:42:22.738630+00:00,July 2020
9370,2020-07-29 09:43:35.349737+00:00,July 2020
9371,2020-07-29 09:45:16.975681+00:00,July 2020
9374,2020-07-29 09:57:31.213239+00:00,July 2020
9376,2020-07-29 10:06:14.249178+00:00,July 2020
9377,2020-07-29 10:08:31.220701+00:00,July 2020
9378,2020-07-29 10:09:02.104281+00:00,July 2020
9379,2020-07-29 10:23:39.878077+00:00,July 2020
9380,2020-07-29 10:29:35.457143+00:00,July 2020
9383,2020-07-29 10:47:19.952503+00:00,July 2020
9384,2020-07-29 10:57:17.840569+00:00,July 2020
9385,2020-07-29 11:03:46.579152+00:00,July 2020
9386,2020-07-29 11:04:40.808148+00:00,July 2020
9387,2020-07-29 11:05:00.648767+00:00,July 2020
9388,2020-07-29 11:07:40.250844+00:00,July 2020
9389,2020-07-29 11:11:34.477875+00:00,July 2020
9391,2020-07-29 11:28:31.956476+00:00,July 2020
9392,2020-07-29 11:30:20.493706+00:00,July 2020
9393,2020-07-29 11:33:56.087415+00:00,July 2020
9394,2020-07-29 11:52:32.784699+00:00,July 2020
9395,2020-07-29 12:01:12.626958+00:00,July 2020
9396,2020-07-29 12:04:59.147210+00:00,July 2020
9397,2020-07-29 12:06:40.940532+00:00,July 2020
9398,2020-07-29 12:08:16.326511+00:00,July 2020
9400,2020-07-29 12:18:56.774890+00:00,July 2020
9401,2020-07-29 12:30:24.422935+00:00,July 2020
9403,2020-07-29 12:47:13.585373+00:00,July 2020
9404,2020-07-29 12:48:47.299599+00:00,July 2020
9405,2020-07-29 12:57:38.389525+00:00,July 2020
9406,2020-07-29 13:00:08.005681+00:00,July 2020
9407,2020-07-29 13:06:55.456156+00:00,July 2020
9408,2020-07-29 13:25:30.645429+00:00,July 2020
9409,2020-07-29 13:28:54.874199+00:00,July 2020
9411,2020-07-29 13:38:14.678398+00:00,July 2020
9412,2020-07-29 13:44:47.102534+00:00,July 2020
9413,2020-07-29 13:52:54.624134+00:00,July 2020
9414,2020-07-29 14:16:13.169112+00:00,July 2020
9415,2020-07-29 14:18:38.211361+00:00,July 2020
9417,2020-07-29 14:44:55.976797+00:00,July 2020
9418,2020-07-29 14:50:50.144899+00:00,July 2020
9419,2020-07-29 14:56:35.011328+00:00,July 2020
9420,2020-07-29 15:35:20.717972+00:00,July 2020
9421,2020-07-29 15:45:17.789000+00:00,July 2020
9424,2020-07-29 16:03:39.132973+00:00,July 2020
9425,2020-07-29 16:04:41.078942+00:00,July 2020
9426,2020-07-29 16:05:20.864286+00:00,July 2020
9427,2020-07-29 16:13:18.823025+00:00,July 2020
9428,2020-07-29 16:38:09.253289+00:00,July 2020
9429,2020-07-29 16:43:58.370313+00:00,July 2020
9430,2020-07-29 16:59:47.070647+00:00,July 2020
9431,2020-07-29 17:20:59.764248+00:00,July 2020
9432,2020-07-29 17:23:18.923305+00:00,July 2020
9434,2020-07-29 17:34:14.523439+00:00,July 2020
9435,2020-07-29 17:38:50.158239+00:00,July 2020
9436,2020-07-29 17:40:58.470352+00:00,July 2020
9438,2020-07-29 17:44:08.563042+00:00,July 2020
9439,2020-07-29 17:48:04.632155+00:00,July 2020
9440,2020-07-29 17:56:09.609560+00:00,July 2020
9441,2020-07-29 18:01:21.676053+00:00,July 2020
9442,2020-07-29 18:08:50.625743+00:00,July 2020
9443,2020-07-29 18:11:50.062306+00:00,July 2020
9444,2020-07-29 18:15:52.634412+00:00,July 2020
9445,2020-07-29 18:26:16.315033+00:00,July 2020
9446,2020-07-29 18:37:29.972083+00:00,July 2020
9448,2020-07-29 18:45:28.301844+00:00,July 2020
9449,2020-07-29 19:07:56.287114+00:00,July 2020
9450,2020-07-29 19:17:40.752400+00:00,July 2020
9451,2020-07-29 19:31:14.867794+00:00,July 2020
9452,2020-07-29 19:58:59.821791+00:00,July 2020
9453,2020-07-29 20:04:26.999458+00:00,July 2020
9454,2020-07-29 20:14:31.499745+00:00,July 2020
9455,2020-07-29 20:48:51.049346+00:00,July 2020
9456,2020-07-29 20:51:43.970800+00:00,July 2020
9457,2020-07-29 20:52:08.835679+00:00,July 2020
9458,2020-07-29 21:00:18.343472+00:00,July 2020
9459,2020-07-29 21:17:39.417255+00:00,July 2020
9460,2020-07-29 21:41:17.327417+00:00,July 2020
9461,2020-07-29 21:54:09.882012+00:00,July 2020
9462,2020-07-29 22:01:36.968076+00:00,July 2020
9463,2020-07-29 22:31:42.084169+00:00,July 2020
9464,2020-07-29 22:58:39.421807+00:00,July 2020
9465,2020-07-29 23:46:59.228523+00:00,July 2020
9466,,
9467,2020-07-30 00:33:42.284471+00:00,July 2020
9468,2020-07-30 00:38:01.671809+00:00,July 2020
9469,2020-07-30 00:43:34.451938+00:00,July 2020
9470,2020-07-30 02:42:31.763112+00:00,July 2020
9471,2020-07-30 03:47:01.084784+00:00,July 2020
9473,2020-07-30 05:31:54.407845+00:00,July 2020
9474,2020-07-30 05:42:44.611658+00:00,July 2020
9475,2020-07-30 06:26:45.223892+00:00,July 2020
9476,2020-07-30 06:59:59.026291+00:00,July 2020
9477,2020-07-30 07:30:07.708809+00:00,July 2020
9479,2020-07-30 07:58:05.528517+00:00,July 2020
9480,2020-07-30 07:59:00.601930+00:00,July 2020
9481,2020-07-30 08:06:49.491969+00:00,July 2020
9484,2020-07-30 08:22:42.838410+00:00,July 2020
9485,2020-07-30 08:23:13.166318+00:00,July 2020
9486,2020-07-30 08:27:32.228972+00:00,July 2020
9487,2020-07-30 08:32:27.352334+00:00,July 2020
9488,2020-07-30 08:51:07.909635+00:00,July 2020
9490,2020-07-30 09:02:34.004921+00:00,July 2020
9491,2020-07-30 09:15:49.885567+00:00,July 2020
9492,2020-07-30 09:41:49.496775+00:00,July 2020
9495,2020-07-30 10:22:18.987778+00:00,July 2020
9496,2020-07-30 10:22:22.138549+00:00,July 2020
9497,2020-07-30 10:26:47.945983+00:00,July 2020
9498,2020-07-30 10:35:49.590071+00:00,July 2020
9499,2020-07-30 10:36:13.546288+00:00,July 2020
9501,2020-07-30 10:45:30.685332+00:00,July 2020
9502,2020-07-30 11:13:07.784606+00:00,July 2020
9503,2020-07-30 11:37:21.277018+00:00,July 2020
9504,2020-07-30 12:02:28.131923+00:00,July 2020
9506,2020-07-30 13:25:53.033834+00:00,July 2020
9507,2020-07-30 13:28:21.795863+00:00,July 2020
9508,2020-07-30 13:34:06.185231+00:00,July 2020
9509,2020-07-30 13:40:00.412007+00:00,July 2020
9510,2020-07-30 13:44:21.424752+00:00,July 2020
9511,2020-07-30 13:44:24.961210+00:00,July 2020
9512,2020-07-30 13:56:07.571942+00:00,July 2020
9513,2020-07-30 13:57:36.443784+00:00,July 2020
9515,2020-07-30 14:21:53.291260+00:00,July 2020
9518,2020-07-30 14:40:30.424106+00:00,July 2020
9520,2020-07-30 15:30:54.320983+00:00,July 2020
9521,2020-07-30 15:34:29.308334+00:00,July 2020
9522,2020-07-30 15:53:10.573582+00:00,July 2020
9523,2020-07-30 16:36:09.103922+00:00,July 2020
9526,2020-07-30 16:52:11.304379+00:00,July 2020
9528,2020-07-30 16:54:23.559782+00:00,July 2020
9529,2020-07-30 16:57:30.092318+00:00,July 2020
9530,2020-07-30 17:02:25.197607+00:00,July 2020
9531,2020-07-30 17:12:38.666638+00:00,July 2020
9532,2020-07-30 17:17:51.685215+00:00,July 2020
9533,2020-07-30 17:34:56.575623+00:00,July 2020
9535,2020-07-30 17:51:55.096141+00:00,July 2020
9537,2020-07-30 18:22:26.281717+00:00,July 2020
9538,2020-07-30 18:23:25.280024+00:00,July 2020
9539,2020-07-30 18:34:16.243387+00:00,July 2020
9540,2020-07-30 19:00:07.224730+00:00,July 2020
9541,2020-07-30 19:35:29.633928+00:00,July 2020
9543,2020-07-30 20:04:57.522014+00:00,July 2020
9544,2020-07-30 20:09:52.282837+00:00,July 2020
9545,2020-07-30 20:19:05.888073+00:00,July 2020
9546,2020-07-30 20:29:53.224628+00:00,July 2020
9547,2020-07-30 20:45:58.464223+00:00,July 2020
9548,2020-07-30 20:49:48.791001+00:00,July 2020
9549,2020-07-30 20:53:30.274399+00:00,July 2020
9551,2020-07-30 21:57:08.512497+00:00,July 2020
9552,2020-07-30 22:57:49.545042+00:00,July 2020
9553,2020-07-30 23:00:54.413919+00:00,July 2020
9554,2020-07-30 23:29:15.439994+00:00,July 2020
9555,2020-07-31 00:09:57.207204+00:00,July 2020
9556,2020-07-31 01:45:16.319767+00:00,July 2020
9557,2020-07-31 01:58:33.142681+00:00,July 2020
9558,2020-07-31 02:09:54.555270+00:00,July 2020
9559,2020-07-31 02:15:36.272900+00:00,July 2020
9560,2020-07-31 02:19:38.453567+00:00,July 2020
9561,2020-07-31 03:30:47.307688+00:00,July 2020
9562,2020-07-31 03:47:32.232139+00:00,July 2020
9563,2020-07-31 04:41:44.736139+00:00,July 2020
9564,2020-07-31 05:03:45.175256+00:00,July 2020
9565,2020-07-31 05:29:20.926389+00:00,July 2020
9566,2020-07-31 05:57:02.928752+00:00,July 2020
9567,2020-07-31 06:00:16.635736+00:00,July 2020
9568,2020-07-31 06:21:59.055782+00:00,July 2020
9569,2020-07-31 06:49:59.807850+00:00,July 2020
9570,2020-07-31 06:54:20.341899+00:00,July 2020
9571,2020-07-31 07:24:49.036566+00:00,July 2020
9572,2020-07-31 07:32:56.512118+00:00,July 2020
9573,2020-07-31 07:33:44.543518+00:00,July 2020
9574,2020-07-31 07:55:32.945359+00:00,July 2020
9575,2020-07-31 08:05:56.943697+00:00,July 2020
9577,2020-07-31 08:28:36.496890+00:00,July 2020
9578,2020-07-31 08:34:54.281816+00:00,July 2020
9580,2020-07-31 08:52:23.896943+00:00,July 2020
9581,2020-07-31 08:58:44.293346+00:00,July 2020
9582,2020-07-31 09:24:15.433018+00:00,July 2020
9583,2020-07-31 09:41:06.839318+00:00,July 2020
9584,2020-07-31 09:43:36.601301+00:00,July 2020
9585,2020-07-31 09:44:57.139616+00:00,July 2020
9586,2020-07-31 09:46:13.992365+00:00,July 2020
9587,2020-07-31 09:47:33.604586+00:00,July 2020
9588,2020-07-31 10:09:38.684492+00:00,July 2020
9590,2020-07-31 10:31:20.099054+00:00,July 2020
9591,2020-07-31 10:44:00.323571+00:00,July 2020
9592,2020-07-31 10:44:05.593035+00:00,July 2020
9593,2020-07-31 10:44:12.094689+00:00,July 2020
9594,2020-07-31 10:47:30.132230+00:00,July 2020
9595,2020-07-31 10:54:11.480360+00:00,July 2020
9596,2020-07-31 10:56:32.420590+00:00,July 2020
9597,2020-07-31 10:58:58.648691+00:00,July 2020
9598,2020-07-31 11:04:13.112183+00:00,July 2020
9599,2020-07-31 11:18:01.126333+00:00,July 2020
9600,2020-07-31 11:35:44.646984+00:00,July 2020
9601,2020-07-31 11:44:27.781708+00:00,July 2020
9602,2020-07-31 11:47:21.701965+00:00,July 2020
9603,2020-07-31 12:04:04.223067+00:00,July 2020
9604,2020-07-31 12:11:16.265955+00:00,July 2020
9605,2020-07-31 12:35:48.281941+00:00,July 2020
9606,2020-07-31 12:43:08.654991+00:00,July 2020
9607,2020-07-31 12:49:19.708677+00:00,July 2020
9608,2020-07-31 13:06:19.637033+00:00,July 2020
9609,2020-07-31 13:18:20.142982+00:00,July 2020
9610,2020-07-31 13:27:53.628880+00:00,July 2020
9611,2020-07-31 13:29:38.006326+00:00,July 2020
9616,2020-07-31 14:55:14.659249+00:00,July 2020
9617,2020-07-31 15:03:11.417217+00:00,July 2020
9618,2020-07-31 15:31:21.542647+00:00,July 2020
9620,2020-07-31 15:37:41.309405+00:00,July 2020
9621,2020-07-31 15:39:44.861091+00:00,July 2020
9622,2020-07-31 15:56:57.803518+00:00,July 2020
9623,2020-07-31 16:04:09.799889+00:00,July 2020
9624,2020-07-31 16:19:31.193290+00:00,July 2020
9625,2020-07-31 16:29:24.062004+00:00,July 2020
9626,2020-07-31 16:45:12.644872+00:00,July 2020
9627,2020-07-31 16:54:50.540880+00:00,July 2020
9629,2020-07-31 17:08:27.195952+00:00,July 2020
9630,2020-07-31 17:21:06.490707+00:00,July 2020
9631,2020-07-31 17:21:31.634675+00:00,July 2020
9632,2020-07-31 17:40:00.752064+00:00,July 2020
9634,2020-07-31 17:50:08.217788+00:00,July 2020
9635,2020-07-31 18:13:01.187595+00:00,July 2020
9637,2020-07-31 18:21:31.587274+00:00,July 2020
9638,2020-07-31 18:30:32.494334+00:00,July 2020
9639,2020-07-31 18:42:18.390564+00:00,July 2020
9640,2020-07-31 19:11:31.236997+00:00,July 2020
9641,2020-07-31 19:16:26.654033+00:00,July 2020
9643,2020-07-31 19:57:03.806116+00:00,July 2020
9644,2020-07-31 20:31:26.496716+00:00,July 2020
9645,2020-07-31 21:06:56.855259+00:00,July 2020
9646,2020-07-31 21:29:50.138432+00:00,July 2020
9647,2020-07-31 22:03:10.904226+00:00,July 2020
9648,2020-07-31 22:08:26.601228+00:00,July 2020
9649,2020-07-31 22:20:33.260357+00:00,July 2020
9650,2020-07-31 22:23:03.793641+00:00,July 2020
9651,2020-07-31 22:54:57.872506+00:00,July 2020
9654,2020-08-01 00:14:49.781379+00:00,August 2020
9655,2020-08-01 01:17:04.835896+00:00,August 2020
9656,2020-08-01 06:21:23.663026+00:00,August 2020
9657,2020-08-01 06:44:10.764811+00:00,August 2020
9658,2020-08-01 07:05:46.081145+00:00,August 2020
9659,2020-08-01 07:06:51.985682+00:00,August 2020
9660,2020-08-01 07:24:18.932374+00:00,August 2020
9662,2020-08-01 07:43:21.049104+00:00,August 2020
9663,2020-08-01 07:47:13.752927+00:00,August 2020
9664,2020-08-01 07:51:37.547118+00:00,August 2020
9665,2020-08-01 09:23:51.037985+00:00,August 2020
9666,2020-08-01 09:24:50.960420+00:00,August 2020
9667,2020-08-01 09:40:52.477188+00:00,August 2020
9668,2020-08-01 09:55:15.493412+00:00,August 2020
9670,2020-08-01 10:37:28.255554+00:00,August 2020
9671,2020-08-01 10:39:48.058248+00:00,August 2020
9672,2020-08-01 11:16:24.929138+00:00,August 2020
9673,2020-08-01 11:18:32.262064+00:00,August 2020
9674,2020-08-01 11:19:13.792695+00:00,August 2020
9675,2020-08-01 11:27:41.073261+00:00,August 2020
9676,2020-08-01 11:39:13.608469+00:00,August 2020
9678,2020-08-01 11:56:56.936107+00:00,August 2020
9679,2020-08-01 12:36:23.091748+00:00,August 2020
9680,2020-08-01 12:59:08.773801+00:00,August 2020
9681,2020-08-01 13:11:12.619324+00:00,August 2020
9682,2020-08-01 13:12:40.450711+00:00,August 2020
9684,2020-08-01 13:22:12.410307+00:00,August 2020
9685,2020-08-01 13:32:47.717140+00:00,August 2020
9686,2020-08-01 13:36:42.449971+00:00,August 2020
